epoch,iter,val_loss,eval/acc
0,0,1.009782972931862,0.0
0,155,0.2368841677904129,34.19
0,310,0.2168496608734131,42.26
0,465,0.20879842154681683,47.42
0,620,0.20190352350473403,53.23
0,775,0.19619283340871335,58.39
0,930,0.19293267801404,60.65
0,1085,0.19542479403316976,58.71
0,1240,0.1974215816706419,60.97
0,1395,0.1968146651983261,60.97
1,1550,0.1917707033455372,61.61
1,1705,0.1848853949457407,65.48
1,1860,0.18780556432902812,66.77
1,2015,0.18989870101213455,67.1
1,2170,0.19337462559342383,65.48
1,2325,0.19264167435467244,61.29
1,2480,0.19159862771630287,66.77
1,2635,0.1899697907269001,66.13
1,2790,0.19302107393741608,68.39
1,2945,0.1921355329453945,68.39
2,3100,0.19070722796022893,68.39
2,3255,0.1933837804943323,67.42
2,3410,0.1968032132834196,67.42
2,3565,0.20795747451484203,69.68
2,3720,0.20773862563073636,68.71
2,3875,0.2073083121329546,68.71
2,4030,0.20817996859550475,69.35
2,4185,0.20976551324129106,71.29
2,4340,0.20344714932143687,67.42
2,4495,0.20836449228227139,69.35
3,4650,0.21122799068689346,70.0
3,4805,0.21644006557762624,70.65
3,4960,0.2209990695118904,68.71
3,5115,0.24364482574164867,69.35
3,5270,0.24982400052249432,70.97
3,5425,0.24816960282623768,70.0
3,5580,0.243349526822567,71.61
3,5735,0.24089523255825043,70.97
3,5890,0.23305007442831993,69.03
3,6045,0.2340152621269226,70.97
