epoch,iter,val_loss,eval/acc
0,0,0.6383740261197091,0.0
0,155,0.15099545679986476,12.58
0,310,0.13279623575508595,26.45
0,465,0.12156594730913639,33.23
0,620,0.12009753175079822,41.61
0,775,0.11473469659686089,44.52
0,930,0.11201903112232685,48.71
0,1085,0.11339085549116135,44.19
0,1240,0.10872765928506851,54.19
0,1395,0.10838151909410954,56.77
1,1550,0.1077395748347044,54.52
1,1705,0.11137690097093582,49.35
1,1860,0.10874930396676064,60.0
1,2015,0.10994002521038056,55.48
1,2170,0.10998609699308873,58.39
1,2325,0.1065332617610693,58.71
1,2480,0.10953644961118698,59.03
1,2635,0.1173826415091753,52.9
1,2790,0.10806314088404179,64.19
1,2945,0.1082264430820942,58.06
2,3100,0.10741642080247402,62.9
2,3255,0.1110039297491312,61.61
2,3410,0.11612561792135238,62.26
2,3565,0.11429300419986248,65.48
2,3720,0.11759659200906754,62.9
2,3875,0.11634128727018833,62.9
2,4030,0.12209290005266667,60.97
2,4185,0.12412797398865223,65.16
2,4340,0.1228863351047039,65.81
2,4495,0.12452540546655655,63.55
3,4650,0.12150497063994407,67.1
3,4805,0.12158224433660507,60.65
3,4960,0.1338577512651682,65.81
3,5115,0.12948224321007729,66.77
3,5270,0.13325787223875524,65.81
3,5425,0.13469421043992041,69.03
3,5580,0.14008098542690278,65.48
3,5735,0.14302806816995145,63.87
3,5890,0.13634757809340953,65.16
3,6045,0.13641052953898908,64.52
