epoch,iter,val_loss,eval/acc
0,0,0.8713646569559651,0.0
0,1212,0.166057554944869,44.12
0,2424,0.1574878336921815,56.29
0,3636,0.15473508762736474,57.73
0,4848,0.1511848600160691,65.15
0,6060,0.14861488582626467,70.52
0,7272,0.147302245180453,71.34
0,8484,0.14420189852676085,72.99
0,9696,0.14448784387880756,74.85
0,10908,0.1428351425115139,76.29
0,12120,0.141488432643875,78.56
1,12125,0.14183067049710982,78.56
1,13337,0.14215820715312036,79.79
1,14549,0.1390817911634522,81.44
1,15761,0.14016458692569886,77.53
1,16973,0.137234911562935,86.39
1,18185,0.13790691055117116,82.06
1,19397,0.1377153852053227,85.15
1,20609,0.13582607010199177,85.36
1,21821,0.13630213468305527,86.8
1,23033,0.1367599219083786,85.77
1,24245,0.13491132302630332,87.42
2,24250,0.13539072642883948,87.22
2,25462,0.13767155163711117,86.8
2,26674,0.13635927618991944,87.84
2,27886,0.1381397606624711,86.19
2,29098,0.13782936755207278,87.42
2,30310,0.13677361006698302,87.22
2,31522,0.13847680413915264,87.22
2,32734,0.1382167996658433,86.6
2,33946,0.13720156901305722,88.45
2,35158,0.13907177469903423,88.25
2,36370,0.1389557129192737,87.01
3,36375,0.13876871308011393,86.6
3,37587,0.14133490261531645,88.04
3,38799,0.14124365523457527,88.04
3,40011,0.1424825240767771,88.66
3,41223,0.142310299459965,89.07
3,42435,0.140207507196934,89.69
3,43647,0.1425766960507439,90.31
3,44859,0.143898906366479,89.48
3,46071,0.14225770388880082,89.28
3,47283,0.1440545081371261,89.28
3,48495,0.14272314910927125,88.66
