epoch,iter,val_loss,eval/acc
0,0,0.8716548277485755,0.0
0,121,0.22106892591522587,18.56
0,242,0.20255599002684316,23.51
0,363,0.1920856013894081,29.9
0,484,0.17967975091549657,38.56
0,605,0.17892843100332445,43.09
0,726,0.17620095250106627,47.42
0,847,0.17409516149951565,43.09
0,968,0.17171512952735346,44.74
0,1089,0.16793442108938772,46.19
0,1210,0.1660792443060106,50.72
1,1213,0.16710035310637567,48.45
1,1334,0.1691256100612302,50.72
1,1455,0.16908494959915837,48.25
1,1576,0.16677031305528456,50.31
1,1697,0.16996823996305466,53.4
1,1818,0.16775834223916453,52.78
1,1939,0.1676463126655548,50.72
1,2060,0.172634000259061,49.9
1,2181,0.16760926717712032,54.43
1,2302,0.1672869218933967,55.46
1,2423,0.16904152112622414,51.96
2,2426,0.16770160895201466,51.13
2,2547,0.17170884868791025,53.61
2,2668,0.17355688348893197,54.23
2,2789,0.17167331999348057,55.67
2,2910,0.17624412164572748,55.26
2,3031,0.1755898032457598,51.75
2,3152,0.1740342232008134,54.43
2,3273,0.1797538022360494,54.85
2,3394,0.17554153189543756,55.05
2,3515,0.17309586319231218,56.7
2,3636,0.17628275362714643,56.7
3,3639,0.17536876158368203,55.05
3,3760,0.17922036830456026,56.08
3,3881,0.1846025011712505,56.29
3,4002,0.1876561555170244,57.32
3,4123,0.18910210819975024,57.73
3,4244,0.1887678669825677,57.53
3,4365,0.18626666477610987,55.88
3,4486,0.19631694761976118,57.53
3,4607,0.19335834249373404,58.97
3,4728,0.18779054139890977,60.0
3,4849,0.18855377527013903,60.0
