epoch,iter,val_loss,eval/acc
0,0,0.9538418143987656,0.0
0,1550,0.18317878469824792,62.26
0,3100,0.1727853011339903,75.16
0,4650,0.16666970774531364,82.26
0,6200,0.16159418150782584,80.97
0,7750,0.1586152132600546,83.55
0,9300,0.15929258167743682,84.84
0,10850,0.1544802024960518,89.35
0,12400,0.15255970023572446,92.26
0,13950,0.15532171316444873,88.71
1,15500,0.14977634213864804,90.0
1,17050,0.15452953912317752,91.61
1,18600,0.1522677879780531,92.9
1,20150,0.1524954155087471,89.68
1,21700,0.15179922319948674,91.61
1,23250,0.1511841118335724,95.48
1,24800,0.15262479037046434,93.55
1,26350,0.15529913753271102,90.32
1,27900,0.15089529752731323,93.23
1,29450,0.15043355338275433,94.52
2,31000,0.14970009438693524,93.87
2,32550,0.151517079398036,95.48
2,34100,0.15477966107428073,95.48
2,35650,0.15635792538523674,92.58
2,37200,0.15611570440232753,93.87
2,38750,0.1619425594806671,93.55
2,40300,0.1556583683937788,94.84
2,41850,0.15763148590922355,93.55
2,43400,0.1578827265650034,93.55
2,44950,0.15832322016358374,95.16
3,46500,0.15902800634503364,93.87
3,48050,0.1685472160577774,94.84
3,49600,0.1693359360098839,95.48
3,51150,0.17037904001772403,93.55
3,52700,0.1709625642746687,94.84
3,54250,0.18021851889789103,96.77
3,55800,0.16439331956207753,95.48
3,57350,0.171806463599205,95.16
3,58900,0.166722921282053,96.13
3,60450,0.16543856635689735,97.74
