epoch,iter,val_loss,eval/acc
0,0,0.8566018583313111,0.0
0,2425,0.15763001408307784,50.52
0,4850,0.1445101468313125,71.75
0,7275,0.1381154535037856,78.56
0,9700,0.13665163661203078,81.03
0,12125,0.13159377620585502,85.57
0,14550,0.13379638786277465,82.27
0,16975,0.13025551601763694,89.07
0,19400,0.13276655527372513,86.8
0,21825,0.12743139098728856,88.66
1,24250,0.12543273849352712,90.72
1,26675,0.12760703469957074,90.1
1,29100,0.1265779076324355,90.1
1,31525,0.1253618701331077,88.66
1,33950,0.12605774138242967,92.99
1,36375,0.1265857713597436,92.37
1,38800,0.12572309687252967,91.34
1,41225,0.1269792273880974,94.64
1,43650,0.12723725865925511,93.81
1,46075,0.12845983897005359,93.81
2,48500,0.12455242776101635,95.46
2,50925,0.12677252797349806,93.4
2,53350,0.12793351241177128,92.78
2,55775,0.1286237999316185,94.23
2,58200,0.12534176666409738,96.7
2,60625,0.12747541178138025,96.08
2,63050,0.12814123688205595,94.02
2,65475,0.1320736489949688,93.4
2,67900,0.1332970286809629,92.78
2,70325,0.1318622506674259,94.85
3,72750,0.1328858531290485,94.64
3,75175,0.13402877159176335,95.26
3,77600,0.13920085672889987,94.64
3,80025,0.1379098903027273,95.46
3,82450,0.1370598861286717,96.29
3,84875,0.13847857701682276,94.85
3,87300,0.13473868249885498,95.46
3,89725,0.13691463633891074,95.46
3,92150,0.138113385607158,94.43
3,94575,0.13425076440457376,94.85
