epoch,iter,val_loss,eval/acc
0,0,0.47229563593864443,0.0
0,155,0.16823128052055836,63.55
0,310,0.15743567291647195,67.42
0,465,0.15173530895262957,69.03
0,620,0.14408243559300898,77.42
0,775,0.13856448903679847,77.74
0,930,0.13424795791506766,82.26
0,1085,0.13195339888334273,80.97
0,1240,0.12873727157711984,83.23
0,1395,0.12731501087546349,85.16
