epoch,iter,val_loss,eval/acc
0,0,0.6973254680633545,0.0
0,77,0.17382122091948987,10.97
0,154,0.15575577318668365,14.52
0,231,0.14486111365258694,23.23
0,308,0.13809674717485904,27.42
0,385,0.13211818635463715,26.13
0,462,0.12946138195693493,27.74
0,539,0.12781268134713172,29.03
0,616,0.12440204881131649,39.35
0,693,0.1226786520332098,37.42
0,770,0.1232956439256668,34.84
1,775,0.125292282178998,33.87
1,852,0.12321562245488167,36.77
1,929,0.12366081587970257,39.68
1,1006,0.12247175388038159,39.35
1,1083,0.12154315263032914,45.48
1,1160,0.12164409607648849,39.35
1,1237,0.11962295025587082,39.03
1,1314,0.12113709524273872,41.29
1,1391,0.12175620757043362,45.16
1,1468,0.1233106080442667,41.61
1,1545,0.12288232371211052,43.87
2,1550,0.12423433326184749,43.55
2,1627,0.12348957657814026,41.29
2,1704,0.12607058621942996,38.06
2,1781,0.12613399587571622,41.94
2,1858,0.12846525497734546,42.9
2,1935,0.12553007788956166,45.16
2,2012,0.12523377314209938,42.26
2,2089,0.12758559472858905,43.87
2,2166,0.12932959496974944,44.52
2,2243,0.12815068662166595,40.32
2,2320,0.132045029476285,42.26
3,2325,0.13457556925714015,40.65
3,2402,0.12880005575716497,39.68
3,2479,0.13200814202427863,43.55
3,2556,0.13201456107199191,45.81
3,2633,0.13872594013810158,43.87
3,2710,0.13703320026397706,45.81
3,2787,0.13882167786359786,46.13
3,2864,0.1384516552090645,43.87
3,2941,0.13578100688755512,43.87
3,3018,0.13706743456423282,45.16
3,3095,0.1365770060569048,46.13
