epoch,iter,val_loss,eval/acc
0,0,0.6417085617780686,0.0
0,1550,0.10890683066099882,54.84
0,3100,0.10264146383851766,62.26
0,4650,0.09955659564584493,76.45
0,6200,0.09404300916939974,73.23
0,7750,0.0939487248659134,77.74
0,9300,0.09220957197248936,84.52
0,10850,0.08920668736100197,88.06
0,12400,0.09054859671741725,82.9
0,13950,0.08959974218159913,87.74
1,15500,0.08912343997508287,87.1
1,17050,0.08759028781205416,87.42
1,18600,0.08735108338296413,90.32
1,20150,0.0895739996805787,85.16
1,21700,0.08583576865494251,89.68
1,23250,0.08660727757960558,95.16
1,24800,0.09130716733634472,89.35
1,26350,0.08678678199648857,93.87
1,27900,0.08838396221399307,92.58
1,29450,0.08795880563557149,91.61
2,31000,0.08757642284035683,92.9
2,32550,0.08913512211292982,90.65
2,34100,0.08695912100374699,91.94
2,35650,0.08758871722966433,91.94
2,37200,0.08624297045171261,94.84
2,38750,0.08568472526967526,95.16
2,40300,0.0899367043748498,94.19
2,41850,0.08887008763849735,92.26
2,43400,0.08887371178716422,95.16
2,44950,0.09161562975496054,93.55
3,46500,0.09089557491242886,93.87
3,48050,0.09255914948880672,95.48
3,49600,0.09126516692340374,91.94
3,51150,0.0935146389529109,92.9
3,52700,0.09275420904159545,93.55
3,54250,0.095223493501544,94.84
3,55800,0.09755016248673201,94.19
3,57350,0.0958379564806819,94.19
3,58900,0.09494988098740578,96.77
3,60450,0.09451890550553799,95.16
